allocation_id,site_id,org_id,resource_type,allocation_date,quantity,unit_value,total_value
725677,5386,215,Roofing Materials,27/10/2025,105,4868.4,511182
725678,5386,206,Water Bottles,31/10/2025,880,1312.08,1154630.4
725679,5386,221,Water Bottles,4/11/2025,970,1039.97,1008770.9
725680,5386,211,Roofing Materials,27/10/2025,135,5867.13,792062.55
725681,5386,214,Construction Tools,4/11/2025,150,8337.96,1250694
725682,5386,214,Fuel,29/10/2025,545,5604.77,3054599.65
725683,5386,205,Fuel,30/10/2025,535,3083.53,1649688.55
725684,5386,209,Construction Tools,31/10/2025,365,11841.86,4322278.9
725685,5386,201,Roofing Materials,5/11/2025,265,7393.81,1959359.65
725686,5386,220,Generator,1/11/2025,5,26108.36,130541.8
725687,5386,225,Water Bottles,30/10/2025,1240,1068,1324320
725688,5386,203,Construction Tools,29/10/2025,305,17738.01,5410093.05
725689,5386,208,Generator,29/10/2025,15,17816,267240
725690,5386,210,Water Bottles,30/10/2025,1570,650.43,1021175.1
725691,5386,216,Construction Tools,1/11/2025,165,8722,1439130
725692,5386,218,Water Bottles,31/10/2025,1515,1250.16,1893992.4
725693,5386,205,Generator,29/10/2025,10,27042.63,270426.3
725694,5386,206,Construction Tools,27/10/2025,325,13346.48,4337606
725695,5386,204,Construction Tools,27/10/2025,125,5017.65,627206.25
725696,5386,205,Generator,28/10/2025,5,19454.96,97274.8
725697,5386,221,Generator,3/11/2025,5,35124.41,175622.05
725698,5386,203,Fuel,28/10/2025,510,7408.69,3778431.9
725699,5386,222,Water Bottles,3/11/2025,1425,609.76,868908
725700,5386,214,Water Bottles,2/11/2025,1315,1028.58,1352582.7
725701,5386,206,Fuel,31/10/2025,460,4025.51,1851734.6
725702,5386,205,Water Bottles,3/11/2025,985,789.87,778021.95
725703,5386,220,Water Bottles,28/10/2025,750,1671.07,1253302.5
725704,5386,219,Generator,28/10/2025,5,24125.46,120627.3
725705,5386,217,Construction Tools,3/11/2025,155,14337.95,2222382.25
725706,5386,212,Water Bottles,27/10/2025,855,1649.44,1410271.2
725707,5386,222,Roofing Materials,31/10/2025,390,11706.02,4565347.8
725708,5386,208,Generator,28/10/2025,15,15669.27,235039.05
725709,5386,220,Roofing Materials,28/10/2025,305,11129.98,3394643.9
725710,5386,207,Roofing Materials,5/11/2025,330,6480.16,2138452.8
725711,5386,214,Fuel,1/11/2025,200,4269.42,853884
725712,5386,210,Generator,2/11/2025,10,18051.4,180514
725713,5386,216,Fuel,28/10/2025,575,6521.35,3749776.25
725714,5386,215,Fuel,4/11/2025,410,6021.22,2468700.2
725715,5386,225,Generator,28/10/2025,5,26342.29,131711.45
725716,5386,208,Water Bottles,28/10/2025,980,1716.84,1682503.2
725717,5386,201,Generator,28/10/2025,15,16992.75,254891.25
725718,5386,209,Construction Tools,30/10/2025,130,18135.07,2357559.1
725719,5386,222,Fuel,27/10/2025,445,5872.64,2613324.8
725720,5386,219,Roofing Materials,30/10/2025,335,5146.33,1724020.55
725721,5386,217,Roofing Materials,30/10/2025,205,4492.93,921050.65
725722,5386,204,Water Bottles,1/11/2025,625,1343.24,839525
725723,5386,218,Roofing Materials,1/11/2025,120,7275.9,873108
725724,5386,222,Fuel,3/11/2025,385,4137.31,1592864.35
725725,5386,219,Generator,3/11/2025,15,21053.5,315802.5
725726,5386,224,Water Bottles,4/11/2025,1360,1276.47,1735999.2
725727,5386,205,Fuel,27/10/2025,505,7664.24,3870441.2
725728,5386,221,Generator,4/11/2025,5,26407.92,132039.6
725729,5386,201,Roofing Materials,29/10/2025,340,9776.44,3323989.6
725730,5386,212,Generator,31/10/2025,15,34780.54,521708.1
725731,5386,214,Generator,30/10/2025,15,27721.9,415828.5
725732,5386,208,Construction Tools,30/10/2025,200,13513.33,2702666
725733,5386,215,Fuel,27/10/2025,470,3736.79,1756291.3
725734,5386,210,Fuel,30/10/2025,590,3424.31,2020342.9
725735,5386,209,Water Bottles,5/11/2025,1305,1063.51,1387880.55
725736,5386,219,Fuel,31/10/2025,410,4207.38,1725025.8
725737,5386,219,Construction Tools,31/10/2025,375,8832.96,3312360
725738,5386,213,Fuel,29/10/2025,375,3536.41,1326153.75
725739,5386,216,Roofing Materials,2/11/2025,385,11523.82,4436670.7
725740,5386,205,Water Bottles,28/10/2025,720,763.72,549878.4
725741,5386,224,Water Bottles,2/11/2025,715,1771.49,1266615.35
725742,5386,224,Water Bottles,29/10/2025,1415,1878.81,2658516.15
725743,5386,204,Roofing Materials,31/10/2025,125,5001.49,625186.25
725744,5386,216,Roofing Materials,27/10/2025,325,10401.47,3380477.75
725745,5386,212,Generator,2/11/2025,10,38543.84,385438.4
725746,5386,204,Fuel,31/10/2025,185,3084.92,570710.2
725747,5386,214,Generator,1/11/2025,15,19073.82,286107.3
725748,5386,213,Fuel,1/11/2025,290,6194.59,1796431.1
725749,5386,201,Roofing Materials,27/10/2025,350,4156.52,1454782
725750,5386,223,Fuel,3/11/2025,345,5489.82,1893987.9
725751,5386,210,Water Bottles,29/10/2025,1160,848.31,984039.6
725752,5387,208,Construction Tools,28/10/2025,86,8369.28,719758.08
725753,5387,218,Construction Tools,7/11/2025,50,5456.55,272827.5
725754,5387,221,Construction Tools,1/11/2025,144,17454.88,2513502.72
725755,5387,217,Construction Tools,4/11/2025,118,5505.9,649696.2
725756,5387,214,Construction Tools,7/11/2025,112,14444.14,1617743.68
725757,5387,225,Construction Tools,4/11/2025,148,18485.54,2735859.92
725758,5387,206,Construction Tools,1/11/2025,132,15246.37,2012520.84
725759,5387,219,Construction Tools,3/11/2025,126,16629.46,2095311.96
725760,5387,223,Construction Tools,30/10/2025,62,11599.5,719169
725761,5387,216,Construction Tools,11/11/2025,156,19231.75,3000153
725762,5387,213,Construction Tools,2/11/2025,154,13331.07,2052984.78
725763,5387,210,Construction Tools,28/10/2025,114,6512,742368
725764,5387,214,Construction Tools,9/11/2025,110,11760.73,1293680.3
725765,5387,204,Construction Tools,5/11/2025,140,7578.2,1060948
725766,5387,213,Construction Tools,28/10/2025,142,19948.74,2832721.08
725767,5387,224,Construction Tools,5/11/2025,42,7861.25,330172.5
725768,5387,212,Construction Tools,28/10/2025,96,8200.27,787225.92
725769,5387,223,Construction Tools,2/11/2025,78,14325.01,1117350.78
725770,5387,214,Construction Tools,8/11/2025,130,18046.5,2346045
725771,5387,212,Construction Tools,31/10/2025,104,11504.78,1196497.12
725772,5387,223,Construction Tools,6/11/2025,80,8643.64,691491.2
725773,5387,206,Construction Tools,29/10/2025,46,16544.85,761063.1
725774,5387,210,Construction Tools,9/11/2025,52,5663.56,294505.12
725775,5387,216,Construction Tools,28/10/2025,130,11445.72,1487943.6
725776,5387,205,Construction Tools,6/11/2025,44,15396.21,677433.24
725777,5387,202,Construction Tools,10/11/2025,124,10695.91,1326292.84
725778,5387,215,Construction Tools,5/11/2025,72,18313.78,1318592.16
725779,5387,224,Construction Tools,11/11/2025,92,14705.37,1352894.04
725780,5387,216,Construction Tools,9/11/2025,52,18070.88,939685.76
725781,5387,210,Construction Tools,6/11/2025,110,11698.58,1286843.8
725782,5387,211,Construction Tools,4/11/2025,56,12927.73,723952.88
725783,5387,206,Construction Tools,10/11/2025,106,19140.24,2028865.44
725784,5387,219,Construction Tools,4/11/2025,126,11393.23,1435546.98
725785,5387,224,Construction Tools,7/11/2025,60,17693.78,1061626.8
725786,5387,220,Construction Tools,3/11/2025,148,7330.92,1084976.16
725787,5387,220,Construction Tools,28/10/2025,156,5326.37,830913.72
725788,5387,222,Construction Tools,11/11/2025,92,9663.57,889048.44
725789,5387,218,Construction Tools,31/10/2025,120,15315.9,1837908
725790,5387,215,Construction Tools,31/10/2025,68,16021.85,1089485.8
725791,5387,225,Construction Tools,8/11/2025,92,12399.44,1140748.48
725792,5387,212,Construction Tools,9/11/2025,74,13881.77,1027250.98
725793,5387,218,Construction Tools,2/11/2025,108,12254.5,1323486
725794,5387,211,Construction Tools,9/11/2025,114,13442.43,1532437.02
725795,5387,219,Construction Tools,30/10/2025,80,7785.71,622856.8
725796,5387,218,Construction Tools,9/11/2025,70,10388.95,727226.5
725797,5387,225,Construction Tools,10/11/2025,138,5028.57,693942.66
725798,5387,214,Construction Tools,30/10/2025,114,5683.4,647907.6
725799,5387,206,Construction Tools,27/10/2025,64,5480.2,350732.8
725800,5387,203,Construction Tools,29/10/2025,152,12461.76,1894187.52
725801,5387,201,Construction Tools,9/11/2025,88,10306.43,906965.84
725802,5387,210,Construction Tools,8/11/2025,120,8179.3,981516
725803,5387,216,Construction Tools,29/10/2025,136,11811.96,1606426.56
725804,5387,206,Construction Tools,5/11/2025,66,19311.01,1274526.66
725805,5387,220,Construction Tools,31/10/2025,144,14262.51,2053801.44
725806,5387,205,Construction Tools,27/10/2025,142,8748.48,1242284.16
725807,5388,208,Generator,7/11/2025,6,22442.84,134657.04
725808,5388,221,Construction Tools,5/11/2025,132,16969.87,2240022.84
725809,5388,205,Generator,6/11/2025,6,18809.18,112855.08
725810,5388,222,Fuel,6/11/2025,132,7031.68,928181.76
725811,5388,209,Construction Tools,2/11/2025,58,18897.7,1096066.6
725812,5388,213,Construction Tools,11/11/2025,44,5144.51,226358.44
725813,5388,223,Generator,7/11/2025,6,32564.39,195386.34
725814,5388,203,Fuel,1/11/2025,122,6784.48,827706.56
725815,5388,218,Fuel,11/11/2025,182,7093.12,1290947.84
725816,5388,208,Construction Tools,1/11/2025,44,17910.83,788076.52
725817,5388,205,Generator,7/11/2025,6,32196.38,193178.28
725818,5388,223,Generator,4/11/2025,6,25436.15,152616.9
725819,5388,215,Fuel,8/11/2025,182,5368.45,977057.9
725820,5388,202,Fuel,28/10/2025,78,4519.34,352508.52
725821,5388,203,Generator,28/10/2025,6,28541.7,171250.2
725822,5388,217,Fuel,9/11/2025,212,5156.88,1093258.56
725823,5388,219,Fuel,10/11/2025,238,3776.29,898757.02
725824,5388,212,Generator,31/10/2025,4,19982.97,79931.88
725825,5388,202,Fuel,29/10/2025,154,4999.98,769996.92
725826,5388,210,Fuel,11/11/2025,86,6914.62,594657.32
725827,5388,201,Construction Tools,7/11/2025,50,11557.27,577863.5
725828,5388,221,Construction Tools,8/11/2025,100,17395.15,1739515
725829,5388,223,Construction Tools,31/10/2025,52,11240.77,584520.04
725830,5388,212,Generator,10/11/2025,4,35465.54,141862.16
725831,5388,224,Fuel,11/11/2025,148,6985.34,1033830.32
725832,5388,203,Construction Tools,28/10/2025,156,5668.7,884317.2
725833,5388,218,Fuel,10/11/2025,64,3786.6,242342.4
725834,5388,203,Fuel,28/10/2025,116,4521.81,524529.96
725835,5388,205,Construction Tools,5/11/2025,98,11523.61,1129313.78
725836,5388,204,Generator,2/11/2025,2,21294.42,42588.84
725837,5388,202,Construction Tools,2/11/2025,124,8995.94,1115496.56
725838,5388,207,Fuel,5/11/2025,206,5247.09,1080900.54
725839,5388,219,Construction Tools,8/11/2025,150,9768.45,1465267.5
725840,5388,209,Fuel,27/10/2025,140,3995.63,559388.2
725841,5388,222,Fuel,5/11/2025,222,3202.2,710888.4
725842,5388,201,Fuel,28/10/2025,188,4351.43,818068.84
725843,5388,212,Fuel,27/10/2025,160,6312.79,1010046.4
725844,5388,209,Construction Tools,29/10/2025,138,17566.36,2424157.68
725845,5388,211,Generator,10/11/2025,6,38313.44,229880.64
725846,5388,217,Fuel,29/10/2025,72,7811.81,562450.32
725847,5388,219,Generator,2/11/2025,6,35283.53,211701.18
725848,5388,214,Construction Tools,29/10/2025,158,19031.4,3006961.2
725849,5388,210,Fuel,28/10/2025,198,6273.87,1242226.26
725850,5388,210,Fuel,8/11/2025,84,6833.5,574014
725851,5388,220,Construction Tools,27/10/2025,112,5649.99,632798.88
725852,5388,223,Construction Tools,1/11/2025,100,14446.79,1444679
725853,5388,222,Construction Tools,28/10/2025,116,7941.25,921185
725854,5388,222,Fuel,7/11/2025,236,5643.64,1331899.04
725855,5388,219,Construction Tools,29/10/2025,60,19072.87,1144372.2
725856,5388,210,Fuel,3/11/2025,62,7435.27,460986.74
725857,5388,201,Fuel,11/11/2025,224,4071.49,912013.76
725858,5388,221,Generator,7/11/2025,4,21783.35,87133.4
725859,5388,214,Generator,11/11/2025,4,25375.87,101503.48
725860,5388,220,Construction Tools,2/11/2025,154,17327.66,2668459.64
725861,5388,216,Generator,7/11/2025,6,27953.47,167720.82
725862,5388,213,Generator,11/11/2025,4,24216.92,96867.68
725863,5388,214,Generator,31/10/2025,4,16243.9,64975.6
725864,5388,205,Fuel,1/11/2025,104,5703.43,593156.72
725865,5388,217,Fuel,11/11/2025,88,7767.58,683547.04
725866,5388,210,Construction Tools,7/11/2025,58,5524.21,320404.18
725867,5388,213,Fuel,3/11/2025,112,7008.24,784922.88
725868,5389,221,Roofing Materials,2/11/2025,87,10611.77,923223.99
725869,5389,204,Fuel,9/11/2025,183,7221.36,1321508.88
725870,5389,213,Fuel,31/10/2025,231,7074.21,1634142.51
725871,5389,209,Construction Tools,27/10/2025,123,17514.23,2154250.29
725872,5389,216,Construction Tools,3/11/2025,225,19667.85,4425266.25
725873,5389,222,Roofing Materials,7/11/2025,156,4816.02,751299.12
725874,5389,212,Water Bottles,31/10/2025,315,1923.48,605896.2
725875,5389,221,Fuel,28/10/2025,342,7632.18,2610205.56
725876,5389,208,Generator,28/10/2025,3,31538.94,94616.82
725877,5389,217,Fuel,3/11/2025,159,4677.08,743655.72
725878,5389,221,Fuel,1/11/2025,291,7642.75,2224040.25
725879,5389,224,Construction Tools,5/11/2025,180,8867.18,1596092.4
725880,5389,206,Water Bottles,3/11/2025,579,521.82,302133.78
725881,5389,224,Generator,6/11/2025,9,25016.41,225147.69
725882,5389,213,Fuel,7/11/2025,219,7972.66,1746012.54
725883,5389,212,Roofing Materials,9/11/2025,213,4678.03,996420.39
725884,5389,220,Generator,3/11/2025,3,39545.54,118636.62
725885,5389,221,Generator,27/10/2025,9,26939.35,242454.15
725886,5389,213,Construction Tools,27/10/2025,216,13626.77,2943382.32
725887,5389,222,Fuel,6/11/2025,249,4498.62,1120156.38
725888,5389,216,Construction Tools,31/10/2025,222,10518.81,2335175.82
725889,5389,206,Construction Tools,27/10/2025,192,9031.54,1734055.68
725890,5389,208,Fuel,8/11/2025,261,3364.5,878134.5
725891,5389,217,Water Bottles,2/11/2025,657,1572.63,1033217.91
725892,5389,216,Fuel,28/10/2025,120,4806.53,576783.6
725893,5389,219,Roofing Materials,3/11/2025,123,11049.1,1359039.3
725894,5389,214,Construction Tools,28/10/2025,96,14465.48,1388686.08
725895,5389,221,Generator,3/11/2025,9,26548.4,238935.6
725896,5389,223,Fuel,28/10/2025,312,7354.85,2294713.2
725897,5389,211,Fuel,1/11/2025,339,7576.12,2568304.68
725898,5389,213,Fuel,27/10/2025,243,3211.53,780401.79
725899,5389,203,Fuel,30/10/2025,201,7458.66,1499190.66
725900,5389,203,Roofing Materials,29/10/2025,153,7644.98,1169681.94
725901,5389,209,Fuel,27/10/2025,117,4222.74,494060.58
725902,5389,209,Roofing Materials,29/10/2025,237,7004.78,1660132.86
725903,5389,211,Generator,8/11/2025,3,20408.72,61226.16
725904,5389,218,Fuel,9/11/2025,294,6874.02,2020961.88
725905,5389,203,Water Bottles,3/11/2025,384,763.35,293126.4
725906,5389,224,Generator,2/11/2025,3,26956.51,80869.53
725907,5389,202,Roofing Materials,5/11/2025,90,11148.96,1003406.4
725908,5389,219,Roofing Materials,1/11/2025,207,6809.45,1409556.15
725909,5389,217,Construction Tools,27/10/2025,138,10102.64,1394164.32
725910,5389,203,Generator,2/11/2025,6,16881.74,101290.44
725911,5389,202,Construction Tools,29/10/2025,228,5830.19,1329283.32
725912,5389,213,Construction Tools,2/11/2025,126,10272.09,1294283.34
725913,5389,212,Construction Tools,1/11/2025,177,16738.4,2962696.8
725914,5389,216,Roofing Materials,31/10/2025,87,11012.88,958120.56
725915,5389,221,Roofing Materials,4/11/2025,102,6309.81,643600.62
725916,5389,224,Water Bottles,9/11/2025,474,693.85,328884.9
725917,5389,204,Roofing Materials,6/11/2025,207,8700.15,1800931.05
725918,5389,212,Construction Tools,27/10/2025,207,13115.88,2714987.16
725919,5389,213,Roofing Materials,28/10/2025,156,5336.52,832497.12
725920,5389,205,Construction Tools,3/11/2025,111,8241.36,914790.96
725921,5389,203,Construction Tools,2/11/2025,63,10559.73,665262.99
725922,5389,208,Fuel,4/11/2025,105,4492.22,471683.1
725923,5389,215,Generator,1/11/2025,6,22063.16,132378.96
725924,5389,202,Water Bottles,3/11/2025,702,923.7,648437.4
725925,5389,223,Fuel,2/11/2025,345,4774.25,1647116.25
725926,5389,217,Construction Tools,31/10/2025,90,19339.78,1740580.2
725927,5389,201,Fuel,27/10/2025,297,4887.59,1451614.23
725928,5389,217,Construction Tools,4/11/2025,192,15402.03,2957189.76
725929,5389,220,Fuel,1/11/2025,273,4490.45,1225892.85
725930,5389,207,Water Bottles,1/11/2025,618,1553.32,959951.76
725931,5389,215,Construction Tools,29/10/2025,138,19986.18,2758092.84
725932,5389,218,Construction Tools,29/10/2025,180,11958.13,2152463.4
725933,5389,201,Roofing Materials,6/11/2025,159,4289.62,682049.58
725934,5389,210,Construction Tools,28/10/2025,129,8775.37,1132022.73
725935,5389,207,Roofing Materials,2/11/2025,156,10109.51,1577083.56
725936,5389,219,Fuel,2/11/2025,234,5639.47,1319635.98
725937,5390,203,Roofing Materials,30/10/2025,120,7116.37,853964.4
725938,5390,203,Roofing Materials,3/11/2025,260,5253.76,1365977.6
725939,5390,209,Clothing,5/11/2025,1605,1845.76,2962444.8
725940,5390,214,Clothing,27/10/2025,1530,2802.09,4287197.7
725941,5390,202,Water Bottles,27/10/2025,1465,694.71,1017750.15
725942,5390,208,Roofing Materials,31/10/2025,120,6534.08,784089.6
725943,5390,205,Tents,1/11/2025,55,7478.22,411302.1
725944,5390,208,Roofing Materials,1/11/2025,250,11303.42,2825855
725945,5390,217,Roofing Materials,1/11/2025,205,4698.62,963217.1
725946,5390,225,Clothing,3/11/2025,1185,3822.36,4529496.6
725947,5390,215,Water Bottles,28/10/2025,1360,1894.06,2575921.6
725948,5390,220,Food Packages,1/11/2025,1435,4398.42,6311732.7
725949,5390,212,Clothing,29/10/2025,1745,2370.73,4136923.85
725950,5390,214,Food Packages,27/10/2025,1410,2377.38,3352105.8
725951,5390,215,Clothing,28/10/2025,1740,2663.58,4634629.2
725952,5390,203,Water Bottles,2/11/2025,630,1750.4,1102752
725953,5390,206,Food Packages,28/10/2025,755,3123.72,2358408.6
725954,5390,219,Food Packages,27/10/2025,1735,4043.75,7015906.25
725955,5390,202,Water Bottles,30/10/2025,1270,1456.26,1849450.2
725956,5390,218,Water Bottles,31/10/2025,980,1664.9,1631602
725957,5390,225,Roofing Materials,1/11/2025,215,4546.85,977572.75
725958,5390,221,Food Packages,4/11/2025,1370,4268.46,5847790.2
725959,5390,211,Tents,2/11/2025,60,7213.17,432790.2
725960,5390,210,Water Bottles,31/10/2025,1430,1413.03,2020632.9
725961,5390,222,Roofing Materials,29/10/2025,115,10821.41,1244462.15
725962,5390,218,Water Bottles,1/11/2025,1040,1178.67,1225816.8
725963,5390,216,Food Packages,31/10/2025,1520,4664.53,7090085.6
725964,5390,225,Clothing,30/10/2025,780,3644.36,2842600.8
725965,5390,217,Tents,30/10/2025,55,7035.7,386963.5
725966,5390,218,Water Bottles,2/11/2025,1130,605.45,684158.5
725967,5390,220,Clothing,29/10/2025,1290,3486.3,4497327
725968,5390,201,Tents,29/10/2025,55,6392.19,351570.45
725969,5390,219,Clothing,28/10/2025,1105,2421.11,2675326.55
725970,5390,216,Water Bottles,30/10/2025,1235,686.95,848383.25
725971,5390,201,Tents,31/10/2025,65,3392.6,220519
725972,5390,203,Roofing Materials,5/11/2025,330,8026.4,2648712
725973,5390,220,Roofing Materials,29/10/2025,150,5678.86,851829
725974,5390,220,Clothing,27/10/2025,655,1878.85,1230646.75
725975,5390,220,Water Bottles,29/10/2025,1145,1675.04,1917920.8
725976,5390,218,Food Packages,28/10/2025,1465,2088.52,3059681.8
725977,5390,212,Roofing Materials,1/11/2025,125,4639.54,579942.5
725978,5390,222,Clothing,5/11/2025,900,3508.99,3158091
725979,5390,217,Clothing,29/10/2025,590,3914.62,2309625.8
725980,5390,223,Roofing Materials,27/10/2025,285,7623.33,2172649.05
725981,5390,222,Water Bottles,27/10/2025,825,792.35,653688.75
725982,5390,221,Clothing,1/11/2025,825,2943.58,2428453.5
725983,5390,212,Food Packages,31/10/2025,1740,2703.67,4704385.8
725984,5390,224,Food Packages,1/11/2025,1210,2861.36,3462245.6
725985,5390,221,Roofing Materials,30/10/2025,190,6092.94,1157658.6
725986,5390,208,Tents,29/10/2025,70,4701.51,329105.7
725987,5390,208,Food Packages,31/10/2025,1575,5760.84,9073323
725988,5390,225,Food Packages,1/11/2025,805,3236.43,2605326.15
725989,5390,217,Roofing Materials,27/10/2025,165,10133.34,1672001.1
725990,5390,215,Tents,29/10/2025,60,5045.02,302701.2
725991,5390,213,Clothing,1/11/2025,1535,3242.55,4977314.25
725992,5390,213,Clothing,27/10/2025,1270,3590.07,4559388.9
725993,5390,218,Water Bottles,27/10/2025,740,1877,1388980
725994,5390,222,Clothing,27/10/2025,915,2989.98,2735831.7
725995,5390,224,Food Packages,5/11/2025,735,2052.73,1508756.55
725996,5390,211,Roofing Materials,28/10/2025,390,7609.56,2967728.4
725997,5390,225,Tents,3/11/2025,70,7070.14,494909.8
725998,5390,206,Roofing Materials,29/10/2025,155,8778.28,1360633.4
725999,5390,209,Roofing Materials,28/10/2025,185,4298.92,795300.2
726000,5390,225,Tents,28/10/2025,65,7733.85,502700.25
726001,5390,221,Roofing Materials,29/10/2025,155,10635.62,1648521.1
726002,5390,221,Water Bottles,27/10/2025,1335,980.84,1309421.4
726003,5390,223,Tents,28/10/2025,70,4215.85,295109.5
726004,5390,210,Clothing,28/10/2025,880,2127.76,1872428.8
726005,5390,213,Water Bottles,2/11/2025,1630,1074.39,1751255.7
726006,5390,202,Water Bottles,28/10/2025,1685,1575.95,2655475.75
726007,5390,201,Tents,27/10/2025,25,4797.73,119943.25
726008,5390,216,Tents,28/10/2025,40,6983.71,279348.4
726009,5390,222,Roofing Materials,31/10/2025,210,6220.73,1306353.3
726010,5390,217,Food Packages,4/11/2025,1535,3674.25,5639973.75
726011,5390,223,Tents,3/11/2025,35,6113.4,213969
726012,5390,213,Food Packages,28/10/2025,1725,5761.36,9938346
726013,5390,225,Clothing,29/10/2025,750,2753.44,2065080
726014,5390,204,Roofing Materials,30/10/2025,235,8308.06,1952394.1
726015,5390,217,Roofing Materials,28/10/2025,165,11924.2,1967493
726016,5390,223,Roofing Materials,4/11/2025,145,10371.31,1503839.95
726017,5390,224,Roofing Materials,3/11/2025,180,5964.3,1073574
726018,5390,202,Food Packages,28/10/2025,995,2527.32,2514683.4
726019,5391,206,Construction Tools,29/10/2025,99,10793.86,1068592.14
726020,5391,201,Construction Tools,9/11/2025,213,16448.55,3503541.15
726021,5391,219,Construction Tools,27/10/2025,201,15316.54,3078624.54
726022,5391,202,Construction Tools,6/11/2025,189,15172.68,2867636.52
726023,5391,216,Construction Tools,29/10/2025,144,13930.74,2006026.56
726024,5391,215,Construction Tools,4/11/2025,81,13147.7,1064963.7
726025,5391,205,Construction Tools,30/10/2025,162,9120.79,1477567.98
726026,5391,223,Construction Tools,5/11/2025,108,15614.16,1686329.28
726027,5391,216,Construction Tools,30/10/2025,171,17129.22,2929096.62
726028,5391,211,Construction Tools,8/11/2025,201,5118.62,1028842.62
726029,5391,211,Construction Tools,4/11/2025,66,12641.55,834342.3
726030,5391,202,Construction Tools,7/11/2025,78,12499.77,974982.06
726031,5391,206,Construction Tools,4/11/2025,117,12675.32,1483012.44
726032,5391,222,Construction Tools,9/11/2025,66,11331.91,747906.06
726033,5391,202,Construction Tools,30/10/2025,75,5889.58,441718.5
726034,5391,206,Construction Tools,5/11/2025,231,17877.88,4129790.28
726035,5391,204,Construction Tools,31/10/2025,66,11644.76,768554.16
726036,5391,218,Construction Tools,7/11/2025,180,12620.3,2271654
726037,5391,204,Construction Tools,30/10/2025,162,8147.23,1319851.26
726038,5391,206,Construction Tools,31/10/2025,63,17617.02,1109872.26
726039,5391,213,Construction Tools,4/11/2025,84,7184.72,603516.48
726040,5391,213,Construction Tools,9/11/2025,168,8037.91,1350368.88
726041,5391,205,Construction Tools,7/11/2025,237,14074.24,3335594.88
726042,5391,210,Construction Tools,6/11/2025,69,14988.66,1034217.54
726043,5391,217,Construction Tools,7/11/2025,219,14088.78,3085442.82
726044,5391,212,Construction Tools,31/10/2025,159,7462.35,1186513.65
726045,5391,215,Construction Tools,9/11/2025,111,14586.88,1619143.68
726046,5391,215,Construction Tools,31/10/2025,129,19624.26,2531529.54
726047,5391,222,Construction Tools,27/10/2025,195,6415.43,1251008.85
726048,5391,212,Construction Tools,4/11/2025,210,14245.42,2991538.2
726049,5391,202,Construction Tools,4/11/2025,207,15985.48,3308994.36
726050,5391,218,Construction Tools,31/10/2025,147,18463.38,2714116.86
726051,5391,223,Construction Tools,30/10/2025,93,10591.23,984984.39
726052,5391,215,Construction Tools,2/11/2025,99,18421.23,1823701.77
726053,5391,216,Construction Tools,28/10/2025,135,13612.73,1837718.55
726054,5391,210,Construction Tools,7/11/2025,213,17566.24,3741609.12
726055,5391,222,Construction Tools,7/11/2025,204,6915.87,1410837.48
726056,5391,224,Construction Tools,5/11/2025,129,14213.6,1833554.4
726057,5391,224,Construction Tools,31/10/2025,96,9080.78,871754.88
726058,5391,210,Construction Tools,30/10/2025,117,11225.29,1313358.93
726059,5391,202,Construction Tools,27/10/2025,156,5675.97,885451.32
726060,5391,215,Construction Tools,8/11/2025,99,13167.61,1303593.39
726061,5391,217,Construction Tools,31/10/2025,81,18050.56,1462095.36
726062,5391,220,Construction Tools,31/10/2025,141,12381.29,1745761.89
726063,5391,210,Construction Tools,29/10/2025,213,18187.62,3873963.06
726064,5391,221,Construction Tools,29/10/2025,183,12233.56,2238741.48
726065,5391,225,Construction Tools,28/10/2025,150,10568.44,1585266
726066,5391,216,Construction Tools,9/11/2025,168,5365.34,901377.12
726067,5391,221,Construction Tools,7/11/2025,201,7572.79,1522130.79
726068,5391,225,Construction Tools,6/11/2025,168,15221.31,2557180.08
726069,5391,221,Construction Tools,1/11/2025,84,19124.5,1606458
726070,5391,220,Construction Tools,27/10/2025,234,18597.64,4351847.76
726071,5391,210,Construction Tools,3/11/2025,204,13994.82,2854943.28
726072,5391,224,Construction Tools,30/10/2025,111,14345.52,1592352.72
726073,5391,225,Construction Tools,31/10/2025,231,12136.51,2803533.81
726074,5391,215,Construction Tools,1/11/2025,189,15915.5,3008029.5
726075,5391,205,Construction Tools,31/10/2025,63,9990.57,629405.91
726076,5391,220,Construction Tools,6/11/2025,183,7004.8,1281878.4
726077,5391,210,Construction Tools,8/11/2025,102,8498.8,866877.6
726078,5391,220,Construction Tools,5/11/2025,102,10750.88,1096589.76
726079,5391,208,Construction Tools,9/11/2025,84,12968.24,1089332.16
726080,5391,211,Construction Tools,31/10/2025,153,11345.15,1735807.95
726081,5391,212,Construction Tools,29/10/2025,180,6256.05,1126089
726082,5391,205,Construction Tools,2/11/2025,78,18483.26,1441694.28
726083,5391,201,Construction Tools,5/11/2025,126,11450.34,1442742.84
726084,5392,201,Fuel,7/11/2025,243,3607.12,876530.16
726085,5392,203,Fuel,8/11/2025,237,5601.97,1327666.89
726086,5392,214,Generator,8/11/2025,3,32360.12,97080.36
726087,5392,208,Generator,4/11/2025,6,32782.7,196696.2
726088,5392,218,Fuel,3/11/2025,258,5404.8,1394438.4
726089,5392,205,Roofing Materials,2/11/2025,69,4461.09,307815.21
726090,5392,216,Fuel,28/10/2025,351,3744.57,1314344.07
